"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","MonthsInService","UniqueSubs","ActiveSubs","Handsets","CurrentEquipmentDays","AgeHH1","ChildrenInHH","HandsetRefurbished","TruckOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","HasCreditCard","RetentionCalls","NewCellphoneUser","NotNewCellphoneUser","IncomeGroup","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3376374,"No",83.17,987,33,0.5,125,-987,-83.2,13.7,125,82.3,19.3,241.5,40,25.3,233.7,97.7,202.7,10,1,1,3,89,36,"No","No","No","Unknown","No","No","Yes",0,"No","No",4,"No","5-Low","Other","Other","Unknown"
3187994,"No",88.92,430,60,3.71,24,-425,-35.7,6.3,1,33,1,90.3,5,2,136.3,85,7.3,14,1,1,3,106,0,"No","Yes","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Other","Other","Unknown"
3211850,"Yes",50.63,602,41,0.25,38,-359,-4.4,5.3,3.7,25.3,4.7,21.8,11.3,6.7,44.3,32,9,18,2,2,1,535,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","6-VeryLow","Suburban","Other","Unknown"
3204646,"No",122.77,1849,85,3.71,134,-857,-37.3,35.3,1.7,147.7,2,373,62,10.7,250.7,276.7,37,17,1,1,2,352,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Other","Other","Unknown"
3015722,"No",47.59,170,30,0,0,-59,-13,4,0.3,4.7,0,5,6,1,18.7,28,4.3,37,1,1,1,1117,42,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",2,"No","3-Good","Suburban","Other","No"
3056166,"Yes",10.09,15,10,0,0,1,-0.1,0.3,0.3,3.7,0,0.3,1.3,0,2.7,3.3,0.7,25,3,2,1,765,50,"Yes","No","No","Known","No","Yes","Yes",0,"No","No",8,"No","1-Highest","Town","Other","Unknown"
3356994,"No",34.99,271,45,0,0,156,0,3,0,22.3,2.7,21,11.7,3,30,34.7,3,9,1,1,1,269,40,"No","No","No","Known","No","No","No",0,"No","No",8,"No","2-High","Town","Other","Yes"
3200338,"No",35.55,671,45,0.25,0,-26,-0.6,11.3,1.7,80.7,15,40.5,13,0.3,77.3,95.3,13,13,1,1,1,391,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","2-High","Other","Other","Unknown"
3093454,"No",15.48,0,15,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,27,1,1,1,804,52,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",6,"No","2-High","Other","Professional","No"
3039242,"No",171.45,871,95,1.49,179,-173,-86.5,9,6.3,49.3,1.3,307.4,57.3,11.7,233.7,37.7,15.3,31,2,2,3,257,58,"Yes","No","No","Known","Yes","Yes","Yes",0,"Yes","No",8,"No","3-Good","Suburban","Other","Yes"
3173110,"No",30,130,30,0,13,-78,0,1.3,3.3,4.7,0,8.9,3.7,0,16.3,16.3,4.7,17,1,1,1,517,34,"No","No","No","Known","No","No","Yes",0,"No","No",5,"No","2-High","Suburban","Other","No"
3118054,"No",40.52,309,30,1.24,26,-6,-10.5,6.7,1.3,69.3,0.7,54.7,33.3,1,105.3,50.7,8,19,2,2,1,575,22,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",3,"No","3-Good","Other","Clerical","No"
3194470,"Yes",35.44,278,30,0.25,21,-109,-5.4,1.7,1.7,36,0,151.7,21.3,9.7,114,43.7,3.3,19,2,1,2,571,40,"Yes","No","No","Known","No","No","Yes",0,"No","No",3,"No","2-High","Suburban","Other","Yes"
3078514,"No",51.74,370,50,0,0,-31,-1.7,1,2,51,0,91.5,9,7,132,82.7,3,27,3,3,2,600,42,"Yes","No","Yes","Known","No","No","Yes",0,"No","No",6,"No","3-Good","Suburban","Other","Yes"
3114898,"No",117.74,628,30,2.72,241,101,25,6.7,0.3,64.7,1.3,80.3,61.3,8,146.3,236.7,7,19,1,1,3,426,46,"No","No","No","Known","No","No","Yes",0,"No","No",8,"No","5-Low","Suburban","Other","No"
3238418,"Yes",49.4,209,60,0,0,-19,0.6,7,1.3,18.7,0,52.5,28.3,15.3,61.3,26.7,8.3,11,1,1,1,322,28,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","Yes",4,"No","3-Good","Other","Clerical","No"
3050182,"Yes",79.22,437,50,0.5,74,-44,-22.2,6.7,16.3,10.3,0.3,112.5,20.7,22.3,134.3,34.3,23,30,2,2,1,909,40,"Yes","No","No","Known","No","No","Yes",0,"No","No",6,"No","1-Highest","Other","Other","No"
3297946,"Yes",43.32,468,55,0.5,0,-233,1.7,0,0,0,0,0,0,0,0,0,0,8,1,1,1,232,0,"No","No","No","Unknown","No","No","No",0,"No","No",3,"No","4-Medium","Other","Homemaker","No"
3305142,"No",39.17,888,43,0,2,162,0.8,10.7,7.7,41.7,5,250.1,41.3,11.3,66,130.7,18.3,11,2,2,1,332,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Other","Other","Unknown"
3351310,"No",179.39,2287,160,4.7,160,-887,-34.9,14.3,0.7,74,3.3,519.8,92.3,26.3,468.3,161,15,10,1,1,1,285,0,"No","No","No","Known","No","No","Yes",0,"No","No",9,"No","4-Medium","Suburban","Other","Unknown"
3265710,"No",88.35,1308,70,0,79,106,-23.2,11.3,1.7,66,5.7,302.5,95.3,53.3,222.3,279.3,13,9,1,1,2,67,46,"No","Yes","No","Known","No","No","Yes",0,"No","No",7,"No","2-High","Other","Other","Unknown"
3001846,"Yes",45.43,542,35,0,32,-242,-7.2,2.3,0,12.7,0,100.2,10.7,0.3,31.7,39.7,2.3,47,1,1,2,1287,34,"No","No","No","Known","No","No","Yes",0,"No","Yes",3,"No","4-Medium","Suburban","Other","No"
3172374,"No",57.74,832,50,0,13,-68,-4.5,0,0,0,0,0,0,0,0,0,0,15,1,1,3,248,0,"No","Yes","No","Known","No","No","Yes",0,"No","No",6,"No","7-Lowest","Other","Other","No"
3230742,"No",31.24,83,30,1.24,0,-51,-0.2,0,1.3,4.7,0,9.5,4.3,0,16.7,6.7,1.3,17,1,1,1,501,56,"No","No","No","Known","No","No","Yes",0,"No","No",4,"No","2-High","Town","Professional","No"
3339634,"Yes",64.47,1429,55,1.49,32,859,28.5,9,1,71.7,6.3,313.6,75.7,25.7,133,151.7,10,8,1,1,1,256,52,"No","No","Yes","Known","Yes","Yes","Yes",0,"No","No",9,"No","5-Low","Suburban","Other","Yes"
3226926,"Yes",35.1,751,10,4.95,58,305,31.9,9.3,3.3,27.3,0.3,100,22.3,12.3,157,60,12.7,13,2,2,2,400,36,"No","No","Yes","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Unknown"
3047442,"Yes",79.21,685,75,0.74,0,-163,-3.2,0.7,3,20.3,0,276.7,10.3,0,96,15.7,3.7,33,1,1,3,262,32,"No","No","Yes","Known","No","No","Yes",0,"No","No",4,"No","4-Medium","Town","Other","No"
3061198,"Yes",46.19,168,30,0,42,138,40.5,0,3.7,2,0,11.8,17,0,35,20.7,3.7,26,1,1,2,242,50,"No","Yes","No","Known","Yes","Yes","Yes",0,"No","No",7,"No","1-Highest","Town","Professional","No"
3391178,"No",52.77,272,30,2.23,57,69,26.1,8.7,0.3,30.3,0,41.9,21.7,4.7,68.7,33.7,9.3,53,1,1,3,353,42,"No","No","No","Known","No","No","No",0,"No","No",6,"No","5-Low","Other","Other","Unknown"
3305714,"No",53.92,306,41,0.25,0,107,20.1,15,1,39.7,0,66,9.3,0,58.3,51.7,16,7,1,1,3,36,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Other","Other","Unknown"
3311758,"Yes",56.28,218,55,0,44,-158,-11.3,1,0.3,8,0,5.9,1,0,11.7,2.3,5.3,11,1,1,1,325,90,"No","No","No","Unknown","No","No","Yes",1,"Yes","No",6,"Yes","2-High","Other","Other","Yes"
3049918,"No",82.69,887,87,1.98,7,-189,-1.8,5.3,6.7,18.7,0.3,211.8,52.7,20,184.3,67,12,28,2,2,3,210,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","1-Highest","Other","Other","Unknown"
3142730,"No",114,821,82,5.69,63,-1,14.5,5,48,19.3,0,94.7,31,6,231.7,46.3,53,18,3,3,3,90,42,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","Yes",9,"No","1-Highest","Town","Other","Yes"
3106542,"No",118.89,733,50,1.24,215,101,11.2,3.7,1.7,12.3,0,127,37.7,16.7,105.7,65,5.3,26,1,1,4,139,30,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Yes"
3338158,"Yes",80.34,784,45,0.5,64,204,11.2,4.3,11.3,46.3,5,32.8,0.3,2,43,42.3,15.7,11,1,1,1,305,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Town","Other","Unknown"
3297642,"Yes",45.14,666,45,0,29,-115,-10.2,0,0,0,0,0,0,0,0,0,0,10,1,1,1,294,26,"No","No","No","Unknown","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","No"
3369882,"Yes",171.03,2194,65,0,287,716,47,3.7,11.3,168,25.3,171.6,40.3,15.7,157.3,215.7,17.3,6,2,1,4,2,0,"No","No","No","Unknown","No","No","No",1,"No","No",0,"Yes","5-Low","Other","Other","Unknown"
3192186,"Yes",55.94,1044,10,1.24,149,-18,3.1,7.3,0.3,39,0,326.4,45.3,1.7,203,172.3,7.7,15,3,3,1,470,56,"Yes","Yes","No","Known","Yes","Yes","Yes",0,"No","Yes",7,"No","3-Good","Suburban","Professional","Yes"
3285658,"No",62.1,385,20,0,135,-385,-62.1,1.3,4,23,5.7,48.8,28,5.3,68.3,48,5.3,8,1,1,1,249,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Other","Other","Unknown"
3103178,"No",63.01,347,10,0.25,38,-347,87,1.7,2,20.3,2.3,189,9,15.3,79.3,70.7,3.7,24,1,1,3,160,0,"No","Yes","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Other","Other","Unknown"
3214530,"No",30.24,26,30,0.25,0,34,-0.2,0,0,0.7,0,2.9,4.3,1,8,1.7,0,16,3,1,1,468,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Suburban","Other","Unknown"
3260338,"No",62.18,1310,64,5.94,0,48,-57.2,25.3,4.3,75,4.7,395.9,116.3,16.7,288.3,236,29.7,14,1,1,2,384,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","6-VeryLow","Other","Other","Unknown"
3126050,"No",61.27,667,70,0.74,0,36,-1.3,6.3,35,13,0.7,98.6,53.3,17,142,117.7,41.3,19,2,2,3,227,30,"No","No","Yes","Known","Yes","Yes","Yes",0,"Yes","No",9,"No","2-High","Suburban","Other","Yes"
3133286,"No",30.79,169,30,0,0,-138,-0.8,0,0.7,12.7,0.7,5.4,11.7,0.3,48.3,21.7,0.7,18,1,1,1,560,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Suburban","Other","Unknown"
3275670,"Yes",64.14,716,36,0,53,-24,40,8.7,27,20,8.3,207.8,26.7,8.7,106,143.3,36,13,1,1,2,237,52,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",1,"No","4-Medium","Other","Other","Yes"
3342426,"Yes",74.14,547,62,0.74,51,-147,-24.2,6.7,0.7,14.3,1.7,73.8,17.7,1,118.3,71.7,7.3,10,4,1,1,299,30,"No","No","No","Known","No","No","Yes",0,"No","Yes",6,"No","1-Highest","Other","Other","Yes"
3302898,"Yes",42.21,338,45,0.74,18,133,19.7,6.3,1,15.7,1.7,105.8,9.7,0.7,82.7,34.3,7.3,11,1,1,1,334,0,"No","No","No","Unknown","No","No","Yes",0,"No","Yes",6,"No","5-Low","Rural","Other","Unknown"
3332038,"No",57.62,285,45,0.5,63,182,42.8,1.3,0,10,0.3,12.4,4.7,0,62.7,13,1.3,9,2,2,2,221,40,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",6,"No","2-High","Town","Other","Yes"
3167790,"No",138.46,1252,140,5.2,0,222,2,2.3,14.3,39.7,0,481.2,35,0.7,298.7,50.3,16.7,19,4,3,2,271,40,"No","No","No","Known","Yes","Yes","Yes",0,"No","Yes",6,"No","3-Good","Other","Crafts","Yes"
3085346,"No",42.59,197,38,0,12,165,-7.6,0,2,38,2.7,1.1,1.7,0,46.3,24.7,2,22,1,1,1,663,54,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",6,"No","2-High","Suburban","Clerical","No"
3110590,"No",134.67,1056,85,4.7,164,-340,-36.1,8.3,3,75,0,188.7,54.7,27,298,141,11.3,25,3,2,3,101,30,"No","No","Yes","Unknown","No","No","No",0,"No","Yes",3,"No","3-Good","Other","Other","No"
3031246,"No",30.2,136,30,0,0,45,-0.2,1,0,7.7,0.7,31,1,0,26.3,10.7,1,37,1,1,3,31,46,"No","No","No","Known","No","No","Yes",0,"No","No",7,"No","1-Highest","Suburban","Other","No"
3366078,"No",35.7,749,45,0,0,-34,-0.7,4,1.7,16,0,4.9,1,0,16,50,5.7,7,3,1,1,202,38,"No","No","No","Known","No","No","Yes",0,"No","No",3,"No","2-High","Other","Other","No"
3108578,"No",32.74,194,32,0.25,0,9,-0.2,2,0.7,3.7,0,0.2,1.3,0.3,8.3,10.3,2.7,25,2,2,1,760,58,"No","No","No","Known","No","No","Yes",0,"No","No",9,"No","1-Highest","Other","Other","Yes"
3193362,"No",54.11,301,50,0,38,-42,-14.1,1.7,0,5.3,0,88.2,19,7.3,24,30,1.7,17,1,1,1,513,0,"No","No","No","Known","No","No","No",0,"No","No",0,"No","2-High","Other","Other","Unknown"
3393206,"No",165.09,1829,75,0.5,58,-401,-29.2,34.7,3,50.3,0,391.8,61,14.7,355.3,51.7,37.7,41,1,1,2,459,28,"No","No","No","Known","No","No","Yes",0,"No","No",1,"No","1-Highest","Other","Student","No"
3245182,"No",156.46,1701,93,8.91,221,827,143.5,21.7,2,131,8.3,338.7,57.3,17.3,378.7,205.7,23.7,14,1,1,4,48,46,"Yes","Yes","No","Known","No","No","Yes",0,"No","No",6,"No","5-Low","Other","Other","Yes"
3333494,"No",54.25,200,60,0,0,182,0.8,2,1,2.7,0,21.5,2.7,2,10,4,3,13,1,1,1,369,52,"No","No","No","Known","No","No","Yes",0,"No","Yes",2,"No","2-High","Rural","Crafts","No"
3326522,"No",10.94,468,10,0.74,0,-408,-0.9,15,1,43.3,1.3,161.9,52.7,8.3,88.3,127.3,16,9,6,3,2,130,46,"No","Yes","No","Known","No","No","Yes",0,"No","No",6,"No","1-Highest","Other","Professional","No"
3164414,"No",40.73,84,30,0,0,30,-8.8,2.7,0.3,3.7,0,0.8,11.7,1.7,27.3,9.7,3,16,3,3,1,475,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Town","Other","Unknown"
3368022,"No",88.19,640,45,0,133,-20,-9.2,1.7,3.3,29,2,71,8,0,132,38.3,5,11,1,1,1,304,48,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","No",6,"No","2-High","Other","Other","Unknown"
3217862,"No",53.79,589,50,0,0,-2,-0.5,9.7,1.3,120.3,0,140.6,6,1.7,167.3,86.3,11,12,1,1,1,353,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Other","Other","Unknown"
3202262,"No",10,222,10,0,0,-85,0,1.3,1.3,12.7,0,1.9,4,0.3,30.3,20,2.7,17,2,2,1,495,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","3-Good","Other","Other","Unknown"
3262190,"No",53.7,590,70,1.73,2,-38,-3.7,2.3,4.7,17.7,0,31.9,33.3,4.7,107,62.3,7,16,1,1,2,229,54,"No","Yes","No","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Unknown"
3333122,"No",10,2,10,0,0,2,0,0.3,0,0,0,0,0,0,0.7,0.3,0.3,11,3,3,1,308,58,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","6-VeryLow","Suburban","Professional","Yes"
3047990,"No",74.14,666,75,2.48,0,-32,-0.9,7.3,23.7,15.3,0,150.4,19,14.3,177.7,40.7,31,29,1,1,2,588,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","1-Highest","Other","Other","Unknown"
3091714,"No",56.46,384,50,0,19,-152,-6.1,4.3,0.3,32,0.3,107,0.7,0,28.7,44.7,4.7,25,1,1,2,499,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","7-Lowest","Suburban","Other","Unknown"
3134194,"Yes",80.57,1366,85,1.98,0,-88,7.8,5.3,0.7,17,2,492.8,56.3,24,79.7,114,6,24,1,1,4,32,24,"No","Yes","No","Known","No","No","Yes",0,"Yes","No",6,"No","3-Good","Other","Other","No"
3117730,"No",30.88,246,30,0,2,-60,-0.9,0,1.3,9.7,0,0.7,2.3,0,30,10.3,1.3,21,1,1,1,637,58,"No","No","Yes","Known","No","No","Yes",0,"No","No",4,"No","2-High","Other","Clerical","No"
3390770,"No",64.33,960,67,0.99,43,-151,-11.3,6.3,35,15.3,1.7,218.2,77.3,6.3,167.3,146.3,42.3,29,1,1,3,206,28,"No","No","No","Known","No","No","Yes",0,"No","No",8,"No","1-Highest","Other","Other","Unknown"
3204310,"No",61.81,108,63,0,0,-108,-77.1,2,0,16.3,1,7.1,2.7,0,11.3,39,2,17,2,1,2,201,0,"No","Yes","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Other","Other","Unknown"
3113126,"No",30,211,30,0,0,-107,0,3.7,0.3,35,5,9.5,0.3,0.3,50,17.3,4,23,1,1,1,689,56,"No","No","No","Known","No","No","Yes",0,"Yes","No",8,"No","3-Good","Other","Other","Yes"
3229086,"No",24.04,188,20,0.74,30,-64,-4,0,0,0,0,0,0,0,0,0,0,11,2,2,1,334,34,"No","No","Yes","Known","No","No","Yes",0,"No","No",7,"No","2-High","Town","Other","Yes"
3042894,"No",40.23,176,30,1.24,25,22,-6.1,0.3,1.7,20,2.3,20.7,9,0,23,64.3,2,30,1,1,2,543,44,"No","No","Yes","Known","Yes","Yes","Yes",0,"No","Yes",3,"No","5-Low","Suburban","Other","Unknown"
3106838,"No",292.92,3424,134,1.24,517,1000,-55.7,35.3,0.3,125.3,0,1142,82.7,1.3,439.3,217.3,35.7,26,2,2,5,202,32,"No","Yes","No","Known","Yes","Yes","Yes",0,"No","No",5,"No","3-Good","Other","Other","Yes"
3206782,"No",33.24,22,30,0,0,-8,0,0,0.3,0.7,0,0,0,0,3.3,2.3,0.3,14,2,1,1,440,70,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",3,"No","5-Low","Other","Professional","No"
3133254,"Yes",44.05,376,45,0,0,4,-5.8,0.3,1,0.7,0,4.2,3,0,54,30,1.3,22,4,1,1,668,28,"No","No","No","Known","No","No","Yes",0,"Yes","No",7,"No","2-High","Suburban","Professional","Yes"
3376378,"No",175.85,1300,41,1.73,346,556,89.7,7.7,0,24.7,1.3,352.1,40,26.7,95.7,148.3,7.7,10,1,1,2,66,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Suburban","Other","Unknown"
3257698,"No",30.24,206,40,0.25,0,100,-0.2,1.3,2.3,5,0,12.8,9,0,31.3,11.7,3.7,12,1,1,1,357,38,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",7,"No","2-High","Town","Professional","Yes"
3370390,"No",40.38,481,50,0,0,115,-0.4,8.7,2.7,17.3,0,74.2,5,1.3,43,48.3,11.3,10,1,1,1,297,0,"No","No","No","Unknown","No","No","No",0,"No","No",3,"No","2-High","Rural","Other","Unknown"
3163286,"Yes",67.95,727,30,0.25,104,4,-9.6,13.3,0,35.3,0.7,233,23,9,166.7,124,13.3,16,1,1,3,224,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Other","Other","Unknown"
3052138,"No",28.7,8,25,0.5,0,10,-0.7,0,0,2,0,0,0,0,1.3,4,0,26,1,1,1,790,56,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","1-Highest","Other","Other","No"
3035966,"No",45.12,400,35,0,28,138,-2.7,1.3,0.7,18.3,2.7,148.7,31.7,8.7,100.3,23,2,34,1,1,3,502,54,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","1-Highest","Town","Professional","Unknown"
3384278,"No",81.38,794,41,5.94,119,-794,-126.5,16,0.7,111,17.3,278.3,38.7,2.7,273.3,210.3,17.3,8,1,1,1,227,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Suburban","Other","Unknown"
3143366,"No",114.76,342,29,0.5,220,124,32.3,3,14.7,7.7,0,7.2,4.3,0,14.7,47,17.7,17,1,1,2,114,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","2-High","Other","Other","Unknown"
3079902,"Yes",35.44,114,30,0.5,16,110,16.3,1,1.3,6.3,0,23.7,8,0,29.7,16.7,2.3,24,1,1,1,743,40,"Yes","Yes","No","Known","No","No","Yes",0,"No","No",4,"No","4-Medium","Other","Other","Yes"
3379750,"No",48.39,450,50,0,21,-32,-8.4,2.7,0,22,5.7,49.9,13,0,44.7,47,4.7,9,1,1,1,257,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Town","Other","Unknown"
3087918,"No",41.01,113,15,0,65,-68,-16.4,0.7,0,3,0,0.5,0.3,0,6,8,0.7,22,1,1,1,654,0,"No","Yes","No","Unknown","No","No","No",0,"No","No",0,"No","1-Highest","Other","Other","Unknown"
3243122,"Yes",45.82,275,30,0.74,42,-106,-15.4,3.7,0.7,21.7,0,34.7,12.7,1,39.7,50.7,4.3,12,1,1,1,379,22,"No","No","No","Unknown","No","No","No",0,"No","No",2,"No","4-Medium","Other","Other","Unknown"
3202798,"No",30.35,211,30,0,0,-18,0,0.3,0,11.7,2,63,12,22.3,36,34.7,0.3,17,2,1,2,133,44,"Yes","No","Yes","Known","No","No","Yes",0,"No","No",3,"No","3-Good","Suburban","Professional","No"
3153822,"No",44.78,418,32,0,40,112,5.1,1.3,9,19,0,38.6,19.3,2,108,32,10.3,17,2,2,1,504,42,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","No",8,"No","2-High","Town","Other","Unknown"
3053622,"No",37.68,161,17,0.99,48,-161,-32.7,1.7,1,6,0,21.8,2.3,0.7,33.3,7,2.7,32,1,1,2,104,66,"No","No","No","Known","Yes","Yes","Yes",1,"Yes","No",9,"Yes","1-Highest","Suburban","Professional","Yes"
3048878,"Yes",50.49,370,50,0.5,0,-357,-0.5,2.7,7.7,22,0.7,65.2,10.3,5.3,119.3,56,10.3,33,1,1,1,978,48,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","No",9,"No","4-Medium","Suburban","Professional","Yes"
3133274,"No",56.44,514,60,2.72,2,99,-1.6,2.3,0,23,0,66.3,75,5.3,74,120,2.3,24,1,1,3,86,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Other","Other","Unknown"
3311114,"Yes",30.7,30,40,0,0,3,-0.7,0.3,0,1.7,0,0.8,0,0,6.3,4.3,0.3,11,1,1,1,326,36,"No","No","Yes","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Professional","No"
3377666,"No",35.73,354,45,0.74,0,156,2.2,1.7,5.3,6.7,2,43.6,5.7,1.3,13,35.7,7,9,1,1,2,49,0,"No","No","No","Unknown","No","No","No",0,"No","No",4,"No","2-High","Other","Other","No"
3142846,"Yes",63.16,249,30,0.25,61,96,27.7,2.7,0,11,0.3,61.8,16,0,54.3,38.3,2.7,18,1,1,1,533,52,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",5,"No","2-High","Other","Clerical","No"
3171762,"No",76.65,183,75,0,0,-68,-1.6,2,1,8,0,60.8,5.3,4,40,16.3,3,15,4,4,1,458,54,"No","No","No","Unknown","No","No","Yes",0,"No","Yes",0,"No","1-Highest","Other","Other","Yes"
3354358,"Yes",156.16,1287,40,0.25,309,1390,165,7,1,134.7,2,682.9,39.7,31.3,239.3,395.7,8.3,8,2,2,1,230,22,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Unknown"
3070670,"No",18.7,6,19,0,0,3,1.3,0,0,0,0,0,0,0,0,0,0,27,1,1,5,191,50,"Yes","Yes","Yes","Known","Yes","Yes","Yes",1,"No","No",7,"Yes","1-Highest","Suburban","Professional","Yes"
3380610,"No",16.74,268,5,0,0,-268,-25.8,1.7,0,6,0,33.7,16,3.7,48.7,15.3,1.7,9,4,2,1,252,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Other","Other","Unknown"
3184122,"No",12.75,93,10,0,0,-93,-2.7,0,3,3.3,0,16.1,5,3.3,19,12.3,3,16,2,2,1,490,0,"No","No","No","Known","No","No","Yes",0,"No","No",8,"No","2-High","Town","Other","Unknown"
3075674,"Yes",29.99,61,40,0,0,-35,0,0.3,5.3,3.7,0,16.8,2,0,19,18.3,5.7,27,1,1,1,798,30,"No","No","No","Known","No","No","Yes",0,"No","No",7,"No","2-High","Suburban","Other","Yes"
3199162,"Yes",66.28,195,40,0.5,85,-195,-29.3,2.3,0,12,0,43.8,5,1,43,11.3,2.3,15,3,3,2,71,0,"No","Yes","Yes","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Unknown"
3237074,"No",151.5,1712,45,0,256,704,18,10.3,9.7,124.3,1,292,49,28.3,188.7,300.7,20,17,1,1,4,102,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","4-Medium","Other","Other","Unknown"
3298226,"No",81.19,422,28,0,171,-422,-105.9,1.7,4,31.7,4,173.9,10.3,0,116.7,60.7,5.7,12,1,1,1,340,24,"Yes","No","No","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Yes"
3286686,"No",63.05,862,70,0.74,0,208,0.3,11.3,2,50.7,9,251.5,23,8.7,107.3,97.7,13.3,14,3,2,4,24,0,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",5,"No","7-Lowest","Suburban","Other","No"
3292378,"No",61.96,590,70,0,0,-24,2,7.7,0,22,2.3,127.7,51.7,3.7,59.7,108,7.7,8,1,1,2,209,52,"No","Yes","Yes","Known","Yes","Yes","Yes",0,"No","No",6,"No","5-Low","Town","Professional","Yes"
3141798,"No",111.12,582,30,0,222,-32,-11.3,12.7,1.7,52.3,0,83.3,15.7,0,164.3,121.3,14.3,18,1,1,1,536,46,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","Yes",6,"No","3-Good","Town","Other","Yes"
3384122,"Yes",78.96,316,37,0,66,-316,-44,5,0,19,10.7,45.4,14.3,8,87.7,62,5,8,2,2,1,228,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Suburban","Other","Unknown"
3336818,"No",125.74,1481,70,0.25,154,-185,-46.9,11,11.3,48.7,0,333.2,105.3,26.7,145.7,239.3,22.3,9,4,4,1,260,50,"No","No","No","Known","No","No","Yes",0,"No","No",3,"No","2-High","Other","Other","Unknown"
3342758,"No",168.01,2891,67,0.74,310,-1146,-115,17.7,28,73,47.3,696.3,214.3,96,232.3,335.3,45.7,12,1,1,1,359,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Other","Other","Unknown"
